"fare_id","price","currency_type","payment_method","transfers","transfer_duration"
"29007_290873_1_280","280","JPY","0","0",
"21003_210102_1_580","580","JPY","0","0",
"21002_210042_1_280","280","JPY","0","0",
"20003_200401_1_320","320","JPY","0","0",
"29003_290582_1_310","310","JPY","0","0",
"25006_250881_1_460","460","JPY","0","0",
"20002_200232_1_310","310","JPY","0","0",
"25004_250605_1_250","250","JPY","0","0",
"20001_200211_1_510","510","JPY","0","0",
"25004_250621_1_600","600","JPY","0","0",
"25003_505_1_910","910","JPY","0","0",
"21002_210041_1_380","380","JPY","0","0",
"25003_503_1_530","530","JPY","0","0",
"25004_250612_1_350","350","JPY","0","0",
"25004_250592_1_380","380","JPY","0","0",
"29003_290541_1_420","420","JPY","0","0",
"25004_250592_1_410","410","JPY","0","0",
"25006_250881_1_520","520","JPY","0","0",
"25004_250622_1_290","290","JPY","0","0",
"25004_250621_1_440","440","JPY","0","0",
"29005_291052_1_490","490","JPY","0","0",
"21002_210042_1_140","140","JPY","0","0",
"29007_290111_1_190","190","JPY","0","0",
"25006_250882_1_240","240","JPY","0","0",
"20003_200292_1_330","330","JPY","0","0",
"25004_250611_1_610","610","JPY","0","0",
"20002_200244_1_230","230","JPY","0","0",
"25004_250612_1_460","460","JPY","0","0",
"25003_517_1_680","680","JPY","0","0",
"25001_250462_1_360","360","JPY","0","0",
"29005_292012_1_500","500","JPY","0","0",
"25006_250772_1_330","330","JPY","0","0",
"29005_292011_1_150","150","JPY","0","0",
"25005_250931_1_330","330","JPY","0","0",
"25006_250752_1_170","170","JPY","0","0",
"29003_290542_1_270","270","JPY","0","0",
"25004_250612_1_520","520","JPY","0","0",
"20003_200401_1_540","540","JPY","0","0",
"25005_250911_1_350","350","JPY","0","0",
"25004_250605_1_640","640","JPY","0","0",
"29005_292011_1_240","240","JPY","0","0",
"25003_508_1_730","730","JPY","0","0",
"21002_210034_1_310","310","JPY","0","0",
"21007_210604_1_240","240","JPY","0","0",
"25006_250881_1_350","350","JPY","0","0",
"25001_250462_1_780","780","JPY","0","0",
"29003_290552_1_290","290","JPY","0","0",
"25003_508_1_500","500","JPY","0","0",
"21002_210031_1_340","340","JPY","0","0",
"25007_2250661_1_100","100","JPY","0","0",
"25005_250914_1_380","380","JPY","0","0",
"20002_200231_1_450","450","JPY","0","0",
"25002_250471_1_340","340","JPY","0","0",
"25004_250591_1_500","500","JPY","0","0",
"25003_535_1_230","230","JPY","0","0",
"20005_200151_1_330","330","JPY","0","0",
"25004_250606_1_510","510","JPY","0","0",
"21007_210612_1_170","170","JPY","0","0",
"25003_517_1_420","420","JPY","0","0",
"21000_210008_1_750","750","JPY","0","0",
"20001_200211_1_240","240","JPY","0","0",
"20005_200171_1_470","470","JPY","0","0",
"25004_250611_1_600","600","JPY","0","0",
"25003_508_1_820","820","JPY","0","0",
"25006_250782_1_230","230","JPY","0","0",
"25006_250882_1_650","650","JPY","0","0",
"25001_250462_1_220","220","JPY","0","0",
"21002_210033_1_140","140","JPY","0","0",
"25004_250611_1_440","440","JPY","0","0",
"25004_250944_1_450","450","JPY","0","0",
"25003_510_1_470","470","JPY","0","0",
"25004_250606_1_760","760","JPY","0","0",
"21001_212012_1_350","350","JPY","0","0",
"25004_250602_1_290","290","JPY","0","0",
"29005_291011_1_260","260","JPY","0","0",
"21003_210101_1_400","400","JPY","0","0",
"29001_290512_1_170","170","JPY","0","0",
"29005_291012_1_430","430","JPY","0","0",
"25003_505_1_250","250","JPY","0","0",
"25003_509_1_550","550","JPY","0","0",
"21003_210102_1_560","560","JPY","0","0",
"29010_290631_1_240","240","JPY","0","0",
"20005_200171_1_390","390","JPY","0","0",
"25003_539_1_420","420","JPY","0","0",
"25004_250622_1_260","260","JPY","0","0",
"25003_511_1_170","170","JPY","0","0",
"21002_210072_1_400","400","JPY","0","0",
"20005_200152_1_310","310","JPY","0","0",
"21002_210033_1_280","280","JPY","0","0",
"20003_200402_1_310","310","JPY","0","0",
"25004_250611_1_690","690","JPY","0","0",
"25004_250606_1_650","650","JPY","0","0",
"25001_250461_1_330","330","JPY","0","0",
"25003_535_1_270","270","JPY","0","0",
"29007_290879_1_280","280","JPY","0","0",
"25003_534_1_340","340","JPY","0","0",
"29003_290581_1_400","400","JPY","0","0",
"25003_505_1_640","640","JPY","0","0",
"21001_212012_1_520","520","JPY","0","0",
"25006_250882_1_510","510","JPY","0","0",
"21007_210621_1_830","830","JPY","0","0",
"25006_250781_1_450","450","JPY","0","0",
"25006_250782_1_270","270","JPY","0","0",
"25004_250601_1_220","220","JPY","0","0",
"29007_290878_1_250","250","JPY","0","0",
"25003_506_1_170","170","JPY","0","0",
"25006_250782_1_630","630","JPY","0","0",
"21002_210011_1_370","370","JPY","0","0",
"29003_290552_1_260","260","JPY","0","0",
"29005_291052_1_410","410","JPY","0","0",
"20001_200212_1_370","370","JPY","0","0",
"25004_250621_1_610","610","JPY","0","0",
"29005_291052_1_380","380","JPY","0","0",
"25001_250462_1_740","740","JPY","0","0",
"25006_250811_1_240","240","JPY","0","0",
"21002_210032_1_330","330","JPY","0","0",
"25004_250612_1_930","930","JPY","0","0",
"29003_290551_1_340","340","JPY","0","0",
"29005_292011_1_510","510","JPY","0","0",
"25003_503_1_570","570","JPY","0","0",
"21001_212011_1_200","200","JPY","0","0",
"25006_250882_1_640","640","JPY","0","0",
"25006_250781_1_400","400","JPY","0","0",
"25003_533_1_210","210","JPY","0","0",
"21003_210102_1_300","300","JPY","0","0",
"25003_505_1_510","510","JPY","0","0",
"29003_290581_1_450","450","JPY","0","0",
"25004_250592_1_330","330","JPY","0","0",
"29006_290811_1_240","240","JPY","0","0",
"25004_250612_1_170","170","JPY","0","0",
"29003_290552_1_270","270","JPY","0","0",
"25004_250622_1_230","230","JPY","0","0",
"25003_505_1_760","760","JPY","0","0",
"21002_210041_1_330","330","JPY","0","0",
"20003_200401_1_370","370","JPY","0","0",
"25004_250944_1_800","800","JPY","0","0",
"25004_250944_1_880","880","JPY","0","0",
"20002_200232_1_190","190","JPY","0","0",
"25006_250781_1_590","590","JPY","0","0",
"25003_510_1_530","530","JPY","0","0",
"25001_250461_1_490","490","JPY","0","0",
"25004_250606_1_250","250","JPY","0","0",
"29005_291011_1_230","230","JPY","0","0",
"25004_250605_1_240","240","JPY","0","0",
"25006_250782_1_260","260","JPY","0","0",
"21002_210011_1_100","100","JPY","0","0",
"25006_250812_1_200","200","JPY","0","0",
"29003_290582_1_190","190","JPY","0","0",
"29007_290875_1_170","170","JPY","0","0",
"20005_200152_1_210","210","JPY","0","0",
"20005_200171_1_530","530","JPY","0","0",
"25003_535_1_260","260","JPY","0","0",
"20003_200402_1_210","210","JPY","0","0",
"29003_290542_1_290","290","JPY","0","0",
"21007_210604_1_250","250","JPY","0","0",
"21007_210621_1_610","610","JPY","0","0",
"25005_250914_1_330","330","JPY","0","0",
"21003_210101_1_450","450","JPY","0","0",
"25003_505_1_650","650","JPY","0","0",
"25006_250881_1_170","170","JPY","0","0",
"25007_2250681_1_100","100","JPY","0","0",
"25004_250944_1_400","400","JPY","0","0",
"25004_250606_1_640","640","JPY","0","0",
"20003_200291_1_340","340","JPY","0","0",
"25004_250861_1_440","440","JPY","0","0",
"25005_250911_1_170","170","JPY","0","0",
"21002_210034_1_190","190","JPY","0","0",
"20002_200231_1_400","400","JPY","0","0",
"29005_292011_1_250","250","JPY","0","0",
"25004_250622_1_270","270","JPY","0","0",
"25006_250752_1_350","350","JPY","0","0",
"25004_250622_1_630","630","JPY","0","0",
"25005_250931_1_380","380","JPY","0","0",
"25004_250622_1_850","850","JPY","0","0",
"20002_200244_1_290","290","JPY","0","0",
"20005_200151_1_490","490","JPY","0","0",
"21007_210612_1_930","930","JPY","0","0",
"25004_250944_1_590","590","JPY","0","0",
"29005_291011_1_270","270","JPY","0","0",
"25003_538_1_420","420","JPY","0","0",
"25006_250882_1_250","250","JPY","0","0",
"20003_200292_1_410","410","JPY","0","0",
"29005_291012_1_500","500","JPY","0","0",
"20003_200292_1_380","380","JPY","0","0",
"29007_290111_1_310","310","JPY","0","0",
"20002_200231_1_590","590","JPY","0","0",
"25004_250621_1_830","830","JPY","0","0",
"25002_250471_1_750","750","JPY","0","0",
"20003_200402_1_190","190","JPY","0","0",
"29005_292012_1_430","430","JPY","0","0",
"21007_210621_1_600","600","JPY","0","0",
"21006_211082_1_150","150","JPY","0","0",
"20005_200152_1_190","190","JPY","0","0",
"29003_290582_1_210","210","JPY","0","0",
"25003_511_1_350","350","JPY","0","0",
"21007_210621_1_440","440","JPY","0","0",
"20001_200212_1_540","540","JPY","0","0",
"25003_505_1_240","240","JPY","0","0",
"25004_250612_1_770","770","JPY","0","0",
"29010_290631_1_250","250","JPY","0","0",
"25003_503_1_470","470","JPY","0","0",
"20005_200171_1_280","280","JPY","0","0",
"25003_531_1_620","620","JPY","0","0",
"20002_200232_1_210","210","JPY","0","0",
"21001_212012_1_170","170","JPY","0","0",
"25003_508_1_430","430","JPY","0","0",
"25004_250605_1_760","760","JPY","0","0",
"25006_250751_1_420","420","JPY","0","0",
"20003_200292_1_490","490","JPY","0","0",
"20003_200401_1_660","660","JPY","0","0",
"25003_506_1_520","520","JPY","0","0",
"29003_290542_1_260","260","JPY","0","0",
"25004_250602_1_230","230","JPY","0","0",
"20005_200151_1_410","410","JPY","0","0",
"25003_531_1_550","550","JPY","0","0",
"21007_210621_1_690","690","JPY","0","0",
"20005_200151_1_380","380","JPY","0","0",
"20001_200211_1_250","250","JPY","0","0",
"21007_210612_1_350","350","JPY","0","0",
"25004_250605_1_510","510","JPY","0","0",
"25003_533_1_190","190","JPY","0","0",
"20005_200172_1_440","440","JPY","0","0",
"25006_250782_1_290","290","JPY","0","0",
"25004_250602_1_630","630","JPY","0","0",
"25005_250932_1_220","220","JPY","0","0",
"20001_200211_1_640","640","JPY","0","0",
"20002_200242_1_450","450","JPY","0","0",
"25004_250611_1_830","830","JPY","0","0",
"29005_291052_1_330","330","JPY","0","0",
"25003_511_1_520","520","JPY","0","0",
"21007_210612_1_460","460","JPY","0","0",
"25006_250811_1_250","250","JPY","0","0",
"21002_210012_1_200","200","JPY","0","0",
"25003_506_1_350","350","JPY","0","0",
"21002_210034_1_210","210","JPY","0","0",
"21002_210011_1_320","320","JPY","0","0",
"21003_210102_1_480","480","JPY","0","0",
"20001_200212_1_320","320","JPY","0","0",
"25002_250472_1_750","750","JPY","0","0",
"25003_533_1_860","860","JPY","0","0",
"21007_210612_1_520","520","JPY","0","0",
"25001_250461_1_380","380","JPY","0","0",
"25003_510_1_570","570","JPY","0","0",
"21004_210061_1_170","170","JPY","0","0",
"25004_250602_1_270","270","JPY","0","0",
"25004_250605_1_650","650","JPY","0","0",
"25001_250461_1_410","410","JPY","0","0",
"20002_200244_1_260","260","JPY","0","0",
"21001_211012_1_400","400","JPY","0","0",
"21007_210621_1_270","270","JPY","0","0",
"25002_250471_1_380","380","JPY","0","0",
"25003_539_1_570","570","JPY","0","0",
"29010_290634_1_240","240","JPY","0","0",
"25002_250471_1_410","410","JPY","0","0",
"20003_200401_1_190","190","JPY","0","0",
"25003_508_1_650","650","JPY","0","0",
"25001_250462_1_480","480","JPY","0","0",
"25003_533_1_660","660","JPY","0","0",
"21007_210592_1_290","290","JPY","0","0",
"25004_250622_1_610","610","JPY","0","0",
"25003_535_1_830","830","JPY","0","0",
"20003_200402_1_660","660","JPY","0","0",
"25003_517_1_570","570","JPY","0","0",
"25003_509_1_520","520","JPY","0","0",
"20005_200172_1_270","270","JPY","0","0",
"21002_210012_1_350","350","JPY","0","0",
"25003_537_1_190","190","JPY","0","0",
"20002_200232_1_370","370","JPY","0","0",
"25004_250591_1_240","240","JPY","0","0",
"29005_291092_1_400","400","JPY","0","0",
"21007_210621_1_850","850","JPY","0","0",
"20001_200211_1_500","500","JPY","0","0",
"21007_210621_1_630","630","JPY","0","0",
"29003_290582_1_370","370","JPY","0","0",
"25004_250602_1_690","690","JPY","0","0",
"25006_250751_1_390","390","JPY","0","0",
"25003_534_1_410","410","JPY","0","0",
"21002_210034_1_370","370","JPY","0","0",
"25002_250472_1_490","490","JPY","0","0",
"25005_250712_1_240","240","JPY","0","0",
"21007_210612_1_200","200","JPY","0","0",
"25003_534_1_380","380","JPY","0","0",
"21007_210621_1_230","230","JPY","0","0",
"25003_531_1_170","170","JPY","0","0",
"25004_250605_1_430","430","JPY","0","0",
"25003_508_1_760","760","JPY","0","0",
"25003_508_1_510","510","JPY","0","0",
"25003_503_1_420","420","JPY","0","0",
"25004_250621_1_260","260","JPY","0","0",
"25004_250601_1_480","480","JPY","0","0",
"29007_290111_1_320","320","JPY","0","0",
"25003_509_1_350","350","JPY","0","0",
"25004_250611_1_290","290","JPY","0","0",
"29010_290632_1_400","400","JPY","0","0",
"20005_200172_1_230","230","JPY","0","0",
"25004_250602_1_440","440","JPY","0","0",
"29005_291052_1_340","340","JPY","0","0",
"25006_250751_1_470","470","JPY","0","0",
"25004_250602_1_600","600","JPY","0","0",
"20002_200241_1_450","450","JPY","0","0",
"29003_290551_1_410","410","JPY","0","0",
"29005_292012_1_510","510","JPY","0","0",
"29003_290552_1_440","440","JPY","0","0",
"25001_250461_1_750","750","JPY","0","0",
"21007_210592_1_260","260","JPY","0","0",
"25005_250913_1_250","250","JPY","0","0",
"25004_250861_1_230","230","JPY","0","0",
"25003_537_1_210","210","JPY","0","0",
"20002_200243_1_250","250","JPY","0","0",
"25006_250752_1_200","200","JPY","0","0",
"25002_250472_1_380","380","JPY","0","0",
"25003_503_1_680","680","JPY","0","0",
"21004_210063_1_210","210","JPY","0","0",
"20003_200402_1_370","370","JPY","0","0",
"20005_200152_1_370","370","JPY","0","0",
"25002_250472_1_410","410","JPY","0","0",
"25003_534_1_490","490","JPY","0","0",
"29007_290112_1_230","230","JPY","0","0",
"25006_250881_1_620","620","JPY","0","0",
"25004_250606_1_500","500","JPY","0","0",
"21002_210041_1_340","340","JPY","0","0",
"25005_250912_1_250","250","JPY","0","0",
"29008_290851_1_170","170","JPY","0","0",
"25003_533_1_370","370","JPY","0","0",
"25004_250592_1_340","340","JPY","0","0",
"20003_200401_1_210","210","JPY","0","0",
"25006_250881_1_550","550","JPY","0","0",
"25004_250601_1_300","300","JPY","0","0",
"21001_212011_1_520","520","JPY","0","0",
"25004_250602_1_610","610","JPY","0","0",
"25006_250812_1_460","460","JPY","0","0",
"25004_250606_1_730","730","JPY","0","0",
"25004_250612_1_620","620","JPY","0","0",
"25003_508_1_240","240","JPY","0","0",
"21002_210011_1_310","310","JPY","0","0",
"25004_250621_1_290","290","JPY","0","0",
"20001_200212_1_310","310","JPY","0","0",
"25004_250622_1_440","440","JPY","0","0",
"25003_531_1_770","770","JPY","0","0",
"25004_250622_1_600","600","JPY","0","0",
"25002_250471_1_490","490","JPY","0","0",
"21005_210331_1_150","150","JPY","0","0",
"29007_290112_1_270","270","JPY","0","0",
"29005_292011_1_500","500","JPY","0","0",
"25004_250612_1_700","700","JPY","0","0",
"25003_533_1_950","950","JPY","0","0",
"29005_292012_1_150","150","JPY","0","0",
"25006_250812_1_350","350","JPY","0","0",
"29005_292012_1_240","240","JPY","0","0",
"29003_290541_1_280","280","JPY","0","0",
"25004_250622_1_690","690","JPY","0","0",
"21005_210331_1_240","240","JPY","0","0",
"20003_200291_1_330","330","JPY","0","0",
"25004_250612_1_550","550","JPY","0","0",
"21001_212011_1_350","350","JPY","0","0",
"25006_250882_1_500","500","JPY","0","0",
"25004_250611_1_260","260","JPY","0","0",
"25003_517_1_530","530","JPY","0","0",
"29005_291012_1_250","250","JPY","0","0",
"25003_505_1_430","430","JPY","0","0",
"25001_250462_1_300","300","JPY","0","0",
"21005_210332_1_230","230","JPY","0","0",
"21002_210042_1_130","130","JPY","0","0",
"29005_291011_1_440","440","JPY","0","0",
"20003_200291_1_420","420","JPY","0","0",
"25004_250592_1_390","390","JPY","0","0",
"25004_250612_1_740","740","JPY","0","0",
"20005_200172_1_190","190","JPY","0","0",
"21004_210062_1_190","190","JPY","0","0",
"25003_533_1_440","440","JPY","0","0",
"25003_537_1_270","270","JPY","0","0",
"20005_200151_1_530","530","JPY","0","0",
"20003_200401_1_630","630","JPY","0","0",
"29003_290581_1_250","250","JPY","0","0",
"21002_210012_1_300","300","JPY","0","0",
"25004_250611_1_310","310","JPY","0","0",
"20003_200402_1_690","690","JPY","0","0",
"21001_212012_1_360","360","JPY","0","0",
"25004_250622_1_950","950","JPY","0","0",
"29003_290552_1_370","370","JPY","0","0",
"21002_210011_1_260","260","JPY","0","0",
"21007_210621_1_190","190","JPY","0","0",
"25004_250592_1_470","470","JPY","0","0",
"25004_250944_1_510","510","JPY","0","0",
"20001_200212_1_260","260","JPY","0","0",
"25003_533_1_690","690","JPY","0","0",
"25006_250881_1_220","220","JPY","0","0",
"29007_290873_1_330","330","JPY","0","0",
"21002_210042_1_330","330","JPY","0","0",
"20003_200402_1_600","600","JPY","0","0",
"25004_250621_1_160","160","JPY","0","0",
"20003_200401_1_270","270","JPY","0","0",
"21001_212011_1_480","480","JPY","0","0",
"25006_250781_1_650","650","JPY","0","0",
"25004_250606_1_450","450","JPY","0","0",
"20002_200231_1_510","510","JPY","0","0",
"20002_200244_1_320","320","JPY","0","0",
"20003_200402_1_440","440","JPY","0","0",
"20005_200152_1_440","440","JPY","0","0",
"25003_505_1_800","800","JPY","0","0",
"25003_538_1_340","340","JPY","0","0",
"25004_250944_1_760","760","JPY","0","0",
"20002_200232_1_610","610","JPY","0","0",
"25005_250842_1_250","250","JPY","0","0",
"25003_505_1_590","590","JPY","0","0",
"20005_200171_1_490","490","JPY","0","0",
"29005_292011_1_450","450","JPY","0","0",
"21003_210101_1_250","250","JPY","0","0",
"25003_509_1_300","300","JPY","0","0",
"25003_531_1_580","580","JPY","0","0",
"25004_250861_1_210","210","JPY","0","0",
"25001_250461_1_530","530","JPY","0","0",
"29005_291011_1_370","370","JPY","0","0",
"25003_510_1_490","490","JPY","0","0",
"21007_210592_1_310","310","JPY","0","0",
"25006_250882_1_450","450","JPY","0","0",
"25004_250944_1_650","650","JPY","0","0",
"29003_290542_1_320","320","JPY","0","0",
"20003_200401_1_230","230","JPY","0","0",
"25003_505_1_400","400","JPY","0","0",
"25006_250772_1_280","280","JPY","0","0",
"25006_250781_1_510","510","JPY","0","0",
"25004_250622_1_370","370","JPY","0","0",
"21007_210621_1_860","860","JPY","0","0",
"25004_250612_1_220","220","JPY","0","0",
"29007_290113_1_340","340","JPY","0","0",
"20003_200292_1_280","280","JPY","0","0",
"25004_250611_1_160","160","JPY","0","0",
"25003_510_1_410","410","JPY","0","0",
"21002_210033_1_330","330","JPY","0","0",
"25004_250605_1_800","800","JPY","0","0",
"25001_250462_1_520","520","JPY","0","0",
"25004_250601_1_350","350","JPY","0","0",
"25006_250771_1_240","240","JPY","0","0",
"25001_250461_1_570","570","JPY","0","0",
"25003_510_1_380","380","JPY","0","0",
"21004_210061_1_220","220","JPY","0","0",
"21005_210332_1_190","190","JPY","0","0",
"25004_250612_1_780","780","JPY","0","0",
"20002_200232_1_440","440","JPY","0","0",
"20005_200171_1_410","410","JPY","0","0",
"20005_200171_1_380","380","JPY","0","0",
"21007_210621_1_210","210","JPY","0","0",
"21001_211012_1_430","430","JPY","0","0",
"25006_250782_1_540","540","JPY","0","0",
"29003_290582_1_440","440","JPY","0","0",
"20002_200231_1_240","240","JPY","0","0",
"20001_200211_1_450","450","JPY","0","0",
"25001_250462_1_460","460","JPY","0","0",
"25005_250932_1_170","170","JPY","0","0",
"25004_250612_1_360","360","JPY","0","0",
"25004_250621_1_310","310","JPY","0","0",
"20001_200212_1_290","290","JPY","0","0",
"20005_200172_1_210","210","JPY","0","0",
"21004_210062_1_210","210","JPY","0","0",
"21002_210011_1_290","290","JPY","0","0",
"25004_250622_1_870","870","JPY","0","0",
"25004_250944_1_240","240","JPY","0","0",
"20005_200151_1_280","280","JPY","0","0",
"25003_503_1_330","330","JPY","0","0",
"25004_250612_1_890","890","JPY","0","0",
"21007_210621_1_920","920","JPY","0","0",
"25003_509_1_480","480","JPY","0","0",
"21003_210102_1_200","200","JPY","0","0",
"25003_531_1_710","710","JPY","0","0",
"21001_212012_1_220","220","JPY","0","0",
"21001_212011_1_300","300","JPY","0","0",
"25004_250602_1_370","370","JPY","0","0",
"25001_250462_1_350","350","JPY","0","0",
"25004_250601_1_520","520","JPY","0","0",
"25004_250605_1_400","400","JPY","0","0",
"29010_290633_1_240","240","JPY","0","0",
"20003_200292_1_530","530","JPY","0","0",
"29005_291052_1_390","390","JPY","0","0",
"21002_210032_1_280","280","JPY","0","0",
"25004_250622_1_660","660","JPY","0","0",
"20002_200242_1_250","250","JPY","0","0",
"25003_533_1_610","610","JPY","0","0",
"25001_250461_1_140","140","JPY","0","0",
"25006_250782_1_320","320","JPY","0","0",
"25003_531_1_560","560","JPY","0","0",
"25003_531_1_670","670","JPY","0","0",
"25004_250601_1_460","460","JPY","0","0",
"20003_200402_1_610","610","JPY","0","0",
"25004_250861_1_190","190","JPY","0","0",
"25006_250812_1_300","300","JPY","0","0",
"25001_250461_1_280","280","JPY","0","0",
"29007_290879_1_330","330","JPY","0","0",
"25006_250881_1_360","360","JPY","0","0",
"25004_250605_1_590","590","JPY","0","0",
"25003_535_1_320","320","JPY","0","0",
"29007_290112_1_190","190","JPY","0","0",
"21002_210032_1_140","140","JPY","0","0",
"25006_250781_1_240","240","JPY","0","0",
"25006_250751_1_340","340","JPY","0","0",
"21007_210592_1_160","160","JPY","0","0",
"29005_291052_1_470","470","JPY","0","0",
"20002_200232_1_270","270","JPY","0","0",
"29007_290111_1_290","290","JPY","0","0",
"29005_291052_1_130","130","JPY","0","0",
"25003_503_1_340","340","JPY","0","0",
"25002_250471_1_280","280","JPY","0","0",
"25004_250612_1_720","720","JPY","0","0",
"25004_250612_1_580","580","JPY","0","0",
"29004_290501_1_250","250","JPY","0","0",
"29003_290582_1_270","270","JPY","0","0",
"25002_250471_1_1000","1000","JPY","0","0",
"20002_200244_1_310","310","JPY","0","0",
"25005_250711_1_240","240","JPY","0","0",
"29005_292012_1_400","400","JPY","0","0",
"20005_200172_1_370","370","JPY","0","0",
"25003_508_1_590","590","JPY","0","0",
